Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,
2011,1,201101,Albury,Sydney,Albury - Sydney,153,176.8138352,,,,
2011,1,201101,Alice Springs,Darwin,Alice Springs - Darwin,484,559.3326551,,,,
2011,1,201101,Alice Springs,Melbourne,Alice Springs - Melbourne,457,528.1302136,,,,
2011,1,201101,Alice Springs,Sydney,Alice Springs - Sydney,537,620.5818922,,,,
2011,1,201101,Avalon,Brisbane,Avalon - Brisbane,168,194.1485249,,,,
2011,1,201101,Avalon,Sydney,Avalon - Sydney,47.82,55.26299084,,,,
2011,1,201101,Ayers Rock,Cairns,Ayers Rock - Cairns,771,891.0030519,,,,
2011,1,201101,Ayers Rock,Sydney,Ayers Rock - Sydney,398,459.9471007,,,,
2011,1,201101,Ballina,Sydney,Ballina - Sydney,138,159.4791455,,,,
2011,1,201101,Brisbane,Cairns,Brisbane - Cairns,168,194.1485249,,,,
2011,1,201101,Brisbane,Canberra,Brisbane - Canberra,209,241.5300102,,,,
2011,1,201101,Brisbane,Darwin,Brisbane - Darwin,298,344.3825025,,,,
2011,1,201101,Brisbane,Emerald,Brisbane - Emerald,300,346.6937945,,,,
2011,1,201101,Brisbane,Gladstone,Brisbane - Gladstone,188,217.2614446,,,,
2011,1,201101,Brisbane,Hamilton Island,Brisbane - Hamilton Island,102,117.8758901,,,,
2011,1,201101,Brisbane,Mackay,Brisbane - Mackay,128,147.9226857,,,,
2011,1,201101,Brisbane,Melbourne,Brisbane - Melbourne,90.8,104.9326551,,,,
2011,1,201101,Brisbane,Mount Isa,Brisbane - Mount Isa,590,681.8311292,,,,
2011,1,201101,Brisbane,Perth,Brisbane - Perth,404,466.8809766,,,,
2011,1,201101,Brisbane,Proserpine,Brisbane - Proserpine,118,136.3662258,,,,
2011,1,201101,Brisbane,Rockhampton,Brisbane - Rockhampton,52.01,60.10514751,,,,
2011,1,201101,Brisbane,Sydney,Brisbane - Sydney,138,159.4791455,,,,
2011,1,201101,Brisbane,Townsville,Brisbane - Townsville,158,182.5920651,,,,
2011,1,201101,Brisbane,Newcastle,Brisbane - Newcastle,104,120.1871821,,,,
2011,1,201101,Broome,Perth,Broome - Perth,334,385.9857579,,,,
2011,1,201101,Bundaberg,Brisbane,Bundaberg - Brisbane,234,270.4211597,,,,
2011,1,201101,Cairns,Melbourne,Cairns - Melbourne,174.2,201.31353,,,,
2011,1,201101,Cairns,Sydney,Cairns - Sydney,267,308.5574771,,,,
2011,1,201101,Cairns,Townsville,Cairns - Townsville,138,159.4791455,,,,
2011,1,201101,Canberra,Melbourne,Canberra - Melbourne,71.79,82.96382503,,,,
2011,1,201101,Canberra,Sydney,Canberra - Sydney,137,158.3234995,,,,
2011,1,201101,Coffs Harbour,Sydney,Coffs Harbour - Sydney,138,159.4791455,,,,
2011,1,201101,Darwin,Melbourne,Darwin - Melbourne,183.64,212.2228281,,,,
2011,1,201101,Darwin,Perth,Darwin - Perth,548,633.293998,,,,
2011,1,201101,Darwin,Sydney,Darwin - Sydney,418,483.0600203,,,,
2011,1,201101,Devonport,Melbourne,Devonport - Melbourne,296,342.0712106,,,,
2011,1,201101,Dubbo,Sydney,Dubbo - Sydney,264.82,306.0381689,,,,
2011,1,201101,Geraldton,Perth,Geraldton - Perth,321.04,371.008586,,,,
2011,1,201101,Gold Coast,Sydney,Gold Coast - Sydney,65.96,76.22640895,,,,
2011,1,201101,Hamilton Island,Sydney,Hamilton Island - Sydney,520,600.9359105,,,,
2011,1,201101,Hervey Bay,Sydney,Hervey Bay - Sydney,187,216.1057986,,,,
2011,1,201101,Hobart,Melbourne,Hobart - Melbourne,55.07,63.64142421,,,,
2011,1,201101,Hobart,Sydney,Hobart - Sydney,208,240.3743642,,,,
2011,1,201101,Kalgoorlie,Perth,Kalgoorlie - Perth,309.62,357.8111089,,,,
2011,1,201101,Karratha,Perth,Karratha - Perth,341.77,394.9651272,,,,
2011,1,201101,Launceston,Melbourne,Launceston - Melbourne,118,136.3662258,,,,
2011,1,201101,Launceston,Sydney,Launceston - Sydney,208,240.3743642,,,,
2011,1,201101,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,112.94,130.5186572,,,,
2011,1,201101,Sunshine Coast,Sydney,Sunshine Coast - Sydney,118,136.3662258,,,,
2011,1,201101,Melbourne,Gold Coast,Melbourne - Gold Coast,110.82,128.0686877,,,,
2011,1,201101,Melbourne,Mildura,Melbourne - Mildura,154,177.9694812,,,,
2011,1,201101,Melbourne,Perth,Melbourne - Perth,238.46,275.5753408,,,,
2011,1,201101,Melbourne,Sydney,Melbourne - Sydney,66.23,76.53843337,,,,
2011,1,201101,Melbourne,Newcastle,Melbourne - Newcastle,128,147.9226857,,,,
2011,1,201101,Paraburdoo,Perth,Paraburdoo - Perth,442,510.7955239,,,,
2011,1,201101,Perth,Newman,Perth - Newman,378,436.8341811,,,,
2011,1,201101,Perth,Port Hedland,Perth - Port Hedland,347,401.0091556,,,,
2011,1,201101,Perth,Sydney,Perth - Sydney,337,389.4526958,,,,
2011,1,201101,Port Macquarie,Sydney,Port Macquarie - Sydney,164,189.525941,,,,
2011,1,201101,Sydney,Tamworth,Sydney - Tamworth,210,242.6856562,,,,
2011,1,201101,Sydney,Townsville,Sydney - Townsville,198,228.8179044,,,,
2011,1,201101,Sydney,Wagga Wagga,Sydney - Wagga Wagga,229.31,265.0011801,,,,
2011,1,201101,Newcastle,Gold Coast,Newcastle - Gold Coast,98,113.2533062,,,,
2011,2,201102,Adelaide,Alice Springs,Adelaide - Alice Springs,476,550.0874873,,,,
2011,2,201102,Adelaide,Brisbane,Adelaide - Brisbane,248,286.6002035,,,,
2011,2,201102,Adelaide,Canberra,Adelaide - Canberra,282,325.8921668,,,,
2011,2,201102,Adelaide,Darwin,Adelaide - Darwin,358,413.7212614,,,,
2011,2,201102,Adelaide,Gold Coast,Adelaide - Gold Coast,318,367.4954222,,,,
2011,2,201102,Adelaide,Melbourne,Adelaide - Melbourne,69.02,79.76268566,,,,
2011,2,201102,Adelaide,Perth,Adelaide - Perth,353,407.9430315,,,,
2011,2,201102,Adelaide,Port Lincoln,Adelaide - Port Lincoln,186.45,215.4701933,,,,
2011,2,201102,Adelaide,Sydney,Adelaide - Sydney,97.9,113.1377416,,,,
2011,2,201102,Albury,Sydney,Albury - Sydney,176,203.3936928,,,,
2011,2,201102,Alice Springs,Darwin,Alice Springs - Darwin,487,562.7995931,,,,
2011,2,201102,Alice Springs,Melbourne,Alice Springs - Melbourne,418,483.0600203,,,,
2011,2,201102,Alice Springs,Sydney,Alice Springs - Sydney,484,559.3326551,,,,
2011,2,201102,Avalon,Brisbane,Avalon - Brisbane,158,182.5920651,,,,
2011,2,201102,Avalon,Sydney,Avalon - Sydney,65.86,76.11084435,,,,
2011,2,201102,Ayers Rock,Cairns,Ayers Rock - Cairns,807,932.6063072,,,,
2011,2,201102,Ayers Rock,Sydney,Ayers Rock - Sydney,484,559.3326551,,,,
2011,2,201102,Ballina,Sydney,Ballina - Sydney,167,192.9928789,,,,
2011,2,201102,Brisbane,Cairns,Brisbane - Cairns,238,275.0437436,,,,
2011,2,201102,Brisbane,Canberra,Brisbane - Canberra,218,251.930824,,,,
2011,2,201102,Brisbane,Darwin,Brisbane - Darwin,358,413.7212614,,,,
2011,2,201102,Brisbane,Emerald,Brisbane - Emerald,402,464.5696846,,,,
2011,2,201102,Brisbane,Gladstone,Brisbane - Gladstone,188,217.2614446,,,,
2011,2,201102,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,182.5920651,,,,
2011,2,201102,Brisbane,Mackay,Brisbane - Mackay,178,205.7049847,,,,
2011,2,201102,Brisbane,Melbourne,Brisbane - Melbourne,137.9,159.3635809,,,,
2011,2,201102,Brisbane,Mount Isa,Brisbane - Mount Isa,631,729.2126144,,,,
2011,2,201102,Brisbane,Perth,Brisbane - Perth,338,390.6083418,,,,
2011,2,201102,Brisbane,Proserpine,Brisbane - Proserpine,168,194.1485249,,,,
2011,2,201102,Brisbane,Rockhampton,Brisbane - Rockhampton,198,228.8179044,,,,
2011,2,201102,Brisbane,Sydney,Brisbane - Sydney,77.9,90.02482197,,,,
2011,2,201102,Brisbane,Townsville,Brisbane - Townsville,248,286.6002035,,,,
2011,2,201102,Brisbane,Newcastle,Brisbane - Newcastle,118,136.3662258,,,,
2011,2,201102,Broome,Perth,Broome - Perth,358,413.7212614,,,,
2011,2,201102,Bundaberg,Brisbane,Bundaberg - Brisbane,275,317.802645,,,,
2011,2,201102,Cairns,Melbourne,Cairns - Melbourne,165.59,191.3634181,,,,
2011,2,201102,Cairns,Sydney,Cairns - Sydney,308,355.9389624,,,,
2011,2,201102,Cairns,Townsville,Cairns - Townsville,170,196.4598169,,,,
2011,2,201102,Canberra,Melbourne,Canberra - Melbourne,72.4,83.66876907,,,,
2011,2,201102,Canberra,Sydney,Canberra - Sydney,176,203.3936928,,,,
2011,2,201102,Coffs Harbour,Sydney,Coffs Harbour - Sydney,198,228.8179044,,,,
2011,2,201102,Darwin,Melbourne,Darwin - Melbourne,298,344.3825025,,,,
2011,2,201102,Darwin,Perth,Darwin - Perth,444,513.1068159,,,,
2011,2,201102,Darwin,Sydney,Darwin - Sydney,348,402.1648016,,,,
2011,2,201102,Devonport,Melbourne,Devonport - Melbourne,255,294.6897253,,,,
2011,2,201102,Dubbo,Sydney,Dubbo - Sydney,264.82,306.0381689,,,,
2011,2,201102,Geraldton,Perth,Geraldton - Perth,321.04,371.008586,,,,
2011,2,201102,Gold Coast,Sydney,Gold Coast - Sydney,97.9,113.1377416,,,,
2011,2,201102,Hamilton Island,Sydney,Hamilton Island - Sydney,298,344.3825025,,,,
2011,2,201102,Hervey Bay,Sydney,Hervey Bay - Sydney,198,228.8179044,,,,
2011,2,201102,Hobart,Melbourne,Hobart - Melbourne,67.53,78.04077314,,,,
2011,2,201102,Hobart,Sydney,Hobart - Sydney,198,228.8179044,,,,
2011,2,201102,Kalgoorlie,Perth,Kalgoorlie - Perth,250,288.9114954,,,,
2011,2,201102,Karratha,Perth,Karratha - Perth,321.51,371.5517396,,,,
2011,2,201102,Launceston,Melbourne,Launceston - Melbourne,88,101.6968464,,,,
2011,2,201102,Launceston,Sydney,Launceston - Sydney,168,194.1485249,,,,
2011,2,201102,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,137.9,159.3635809,,,,
2011,2,201102,Sunshine Coast,Sydney,Sunshine Coast - Sydney,138,159.4791455,,,,
2011,2,201102,Melbourne,Gold Coast,Melbourne - Gold Coast,117.9,136.2506612,,,,
2011,2,201102,Melbourne,Mildura,Melbourne - Mildura,170,196.4598169,,,,
2011,2,201102,Melbourne,Perth,Melbourne - Perth,247.9,286.4846389,,,,
2011,2,201102,Melbourne,Sydney,Melbourne - Sydney,77.9,90.02482197,,,,
2011,2,201102,Melbourne,Newcastle,Melbourne - Newcastle,158,182.5920651,,,,
2011,2,201102,Paraburdoo,Perth,Paraburdoo - Perth,410,473.8148525,,,,
2011,2,201102,Perth,Newman,Perth - Newman,378,436.8341811,,,,
2011,2,201102,Perth,Port Hedland,Perth - Port Hedland,437,505.017294,,,,
2011,2,201102,Perth,Sydney,Perth - Sydney,316,365.1841302,,,,
2011,2,201102,Port Macquarie,Sydney,Port Macquarie - Sydney,198,228.8179044,,,,
2011,2,201102,Sydney,Tamworth,Sydney - Tamworth,250,288.9114954,,,,
2011,2,201102,Sydney,Townsville,Sydney - Townsville,238,275.0437436,,,,
2011,2,201102,Sydney,Wagga Wagga,Sydney - Wagga Wagga,231,266.9542218,,,,
2011,2,201102,Newcastle,Gold Coast,Newcastle - Gold Coast,168,194.1485249,,,,
2011,3,201103,Adelaide,Alice Springs,Adelaide - Alice Springs,429,495.7721261,,,,
2011,3,201103,Adelaide,Brisbane,Adelaide - Brisbane,298,344.3825025,,,,
2011,3,201103,Adelaide,Canberra,Adelaide - Canberra,284,328.2034588,,,,
2011,3,201103,Adelaide,Darwin,Adelaide - Darwin,378,436.8341811,,,,
2011,3,201103,Adelaide,Gold Coast,Adelaide - Gold Coast,318,367.4954222,,,,
2011,3,201103,Adelaide,Melbourne,Adelaide - Melbourne,67.9,78.46836216,,,,
2011,3,201103,Adelaide,Perth,Adelaide - Perth,338,390.6083418,,,,
2011,3,201103,Adelaide,Port Lincoln,Adelaide - Port Lincoln,195.25,225.6398779,,,,
2011,3,201103,Adelaide,Sydney,Adelaide - Sydney,77.9,90.02482197,,,,
2011,3,201103,Albury,Sydney,Albury - Sydney,180,208.0162767,,,,
2011,3,201103,Alice Springs,Darwin,Alice Springs - Darwin,542,626.3601221,,,,
2011,3,201103,Alice Springs,Melbourne,Alice Springs - Melbourne,438,506.17294,,,,
2011,3,201103,Alice Springs,Sydney,Alice Springs - Sydney,563,650.6286877,,,,
2011,3,201103,Avalon,Brisbane,Avalon - Brisbane,178,205.7049847,,,,
2011,3,201103,Avalon,Sydney,Avalon - Sydney,48.9,56.5110885,,,,
2011,3,201103,Ayers Rock,Cairns,Ayers Rock - Cairns,786,908.3377416,,,,
2011,3,201103,Ayers Rock,Sydney,Ayers Rock - Sydney,477,551.2431333,,,,
2011,3,201103,Ballina,Sydney,Ballina - Sydney,178,205.7049847,,,,
2011,3,201103,Brisbane,Cairns,Brisbane - Cairns,238,275.0437436,,,,
2011,3,201103,Brisbane,Canberra,Brisbane - Canberra,208,240.3743642,,,,
2011,3,201103,Brisbane,Darwin,Brisbane - Darwin,370,427.5890132,,,,
2011,3,201103,Brisbane,Emerald,Brisbane - Emerald,308,355.9389624,,,,
2011,3,201103,Brisbane,Gladstone,Brisbane - Gladstone,188,217.2614446,,,,
2011,3,201103,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,182.5920651,,,,
2011,3,201103,Brisbane,Mackay,Brisbane - Mackay,158,182.5920651,,,,
2011,3,201103,Brisbane,Melbourne,Brisbane - Melbourne,117.9,136.2506612,,,,
2011,3,201103,Brisbane,Mount Isa,Brisbane - Mount Isa,660,762.7263479,,,,
2011,3,201103,Brisbane,Perth,Brisbane - Perth,474,547.7761953,,,,
2011,3,201103,Brisbane,Proserpine,Brisbane - Proserpine,198,228.8179044,,,,
2011,3,201103,Brisbane,Rockhampton,Brisbane - Rockhampton,203,234.5961343,,,,
2011,3,201103,Brisbane,Sydney,Brisbane - Sydney,67.9,78.46836216,,,,
2011,3,201103,Brisbane,Townsville,Brisbane - Townsville,238,275.0437436,,,,
2011,3,201103,Brisbane,Newcastle,Brisbane - Newcastle,158,182.5920651,,,,
2011,3,201103,Broome,Perth,Broome - Perth,408,471.5035605,,,,
2011,3,201103,Bundaberg,Brisbane,Bundaberg - Brisbane,332,383.6744659,,,,
2011,3,201103,Cairns,Melbourne,Cairns - Melbourne,177.9,205.5894201,,,,
2011,3,201103,Cairns,Sydney,Cairns - Sydney,298,344.3825025,,,,
2011,3,201103,Cairns,Townsville,Cairns - Townsville,178,205.7049847,,,,
2011,3,201103,Canberra,Melbourne,Canberra - Melbourne,77.9,90.02482197,,,,
2011,3,201103,Canberra,Sydney,Canberra - Sydney,154,177.9694812,,,,
2011,3,201103,Coffs Harbour,Sydney,Coffs Harbour - Sydney,219,253.08647,,,,
2011,3,201103,Darwin,Melbourne,Darwin - Melbourne,337,389.4526958,,,,
2011,3,201103,Darwin,Perth,Darwin - Perth,470,543.1536114,,,,
2011,3,201103,Darwin,Sydney,Darwin - Sydney,438,506.17294,,,,
2011,3,201103,Devonport,Melbourne,Devonport - Melbourne,311,359.4059003,,,,
2011,3,201103,Dubbo,Sydney,Dubbo - Sydney,275.81,318.7387182,,,,
2011,3,201103,Geraldton,Perth,Geraldton - Perth,382.64,442.1963784,,,,
2011,3,201103,Gold Coast,Sydney,Gold Coast - Sydney,87.9,101.5812818,,,,
2011,3,201103,Hamilton Island,Sydney,Hamilton Island - Sydney,310,358.2502543,,,,
2011,3,201103,Hervey Bay,Sydney,Hervey Bay - Sydney,278,321.2695829,,,,
2011,3,201103,Hobart,Melbourne,Hobart - Melbourne,67.9,78.46836216,,,,
2011,3,201103,Hobart,Sydney,Hobart - Sydney,198,228.8179044,,,,
2011,3,201103,Kalgoorlie,Perth,Kalgoorlie - Perth,283.22,327.3020549,,,,
2011,3,201103,Karratha,Perth,Karratha - Perth,384.21,444.0107426,,,,
2011,3,201103,Launceston,Melbourne,Launceston - Melbourne,134,154.8565615,,,,
2011,3,201103,Launceston,Sydney,Launceston - Sydney,218,251.930824,,,,
2011,3,201103,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,117.9,136.2506612,,,,
2011,3,201103,Sunshine Coast,Sydney,Sunshine Coast - Sydney,118,136.3662258,,,,
2011,3,201103,Melbourne,Gold Coast,Melbourne - Gold Coast,147.9,170.9200407,,,,
2011,3,201103,Melbourne,Mildura,Melbourne - Mildura,242,279.6663276,,,,
2011,3,201103,Melbourne,Perth,Melbourne - Perth,197.9,228.7023398,,,,
2011,3,201103,Melbourne,Sydney,Melbourne - Sydney,77.9,90.02482197,,,,
2011,3,201103,Melbourne,Newcastle,Melbourne - Newcastle,128,147.9226857,,,,
2011,3,201103,Paraburdoo,Perth,Paraburdoo - Perth,518,598.6246185,,,,
2011,3,201103,Perth,Newman,Perth - Newman,493,569.733469,,,,
2011,3,201103,Perth,Port Hedland,Perth - Port Hedland,437,505.017294,,,,
2011,3,201103,Perth,Sydney,Perth - Sydney,318,367.4954222,,,,
2011,3,201103,Port Macquarie,Sydney,Port Macquarie - Sydney,198,228.8179044,,,,
2011,3,201103,Sydney,Tamworth,Sydney - Tamworth,259,299.3123093,,,,
2011,3,201103,Sydney,Townsville,Sydney - Townsville,258,298.1566633,,,,
2011,3,201103,Sydney,Wagga Wagga,Sydney - Wagga Wagga,242,279.6663276,,,,
2011,3,201103,Newcastle,Gold Coast,Newcastle - Gold Coast,258,298.1566633,,,,
2011,4,201104,Adelaide,Alice Springs,Adelaide - Alice Springs,471,539.3709677,,,,
2011,4,201104,Adelaide,Brisbane,Adelaide - Brisbane,328,375.6129032,,,,
2011,4,201104,Adelaide,Canberra,Adelaide - Canberra,340,389.3548387,,,,
2011,4,201104,Adelaide,Darwin,Adelaide - Darwin,348,398.516129,,,,
2011,4,201104,Adelaide,Gold Coast,Adelaide - Gold Coast,318,364.1612903,,,,
2011,4,201104,Adelaide,Melbourne,Adelaide - Melbourne,69.9,80.04677419,,,,
2011,4,201104,Adelaide,Perth,Adelaide - Perth,398,455.7741935,,,,
2011,4,201104,Adelaide,Port Lincoln,Adelaide - Port Lincoln,215.05,246.2669355,,,,
2011,4,201104,Adelaide,Sydney,Adelaide - Sydney,179.9,206.0145161,,,,
2011,4,201104,Albury,Sydney,Albury - Sydney,218,249.6451613,,,,
2011,4,201104,Alice Springs,Darwin,Alice Springs - Darwin,556,636.7096774,,,,
2011,4,201104,Alice Springs,Melbourne,Alice Springs - Melbourne,440,503.8709677,,,,
2011,4,201104,Alice Springs,Sydney,Alice Springs - Sydney,606,693.9677419,,,,
2011,4,201104,Avalon,Brisbane,Avalon - Brisbane,119.9,137.3048387,,,,
2011,4,201104,Avalon,Sydney,Avalon - Sydney,78,89.32258065,,,,
2011,4,201104,Ayers Rock,Cairns,Ayers Rock - Cairns,798,913.8387097,,,,
2011,4,201104,Ayers Rock,Sydney,Ayers Rock - Sydney,537,614.9516129,,,,
2011,4,201104,Ballina,Sydney,Ballina - Sydney,208,238.1935484,,,,
2011,4,201104,Brisbane,Cairns,Brisbane - Cairns,238,272.5483871,,,,
2011,4,201104,Brisbane,Canberra,Brisbane - Canberra,218,249.6451613,,,,
2011,4,201104,Brisbane,Darwin,Brisbane - Darwin,378,432.8709677,,,,
2011,4,201104,Brisbane,Emerald,Brisbane - Emerald,358,409.9677419,,,,
2011,4,201104,Brisbane,Gladstone,Brisbane - Gladstone,180,206.1290323,,,,
2011,4,201104,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,180.9354839,,,,
2011,4,201104,Brisbane,Mackay,Brisbane - Mackay,198,226.7419355,,,,
2011,4,201104,Brisbane,Melbourne,Brisbane - Melbourne,199.9,228.9177419,,,,
2011,4,201104,Brisbane,Mount Isa,Brisbane - Mount Isa,664,760.3870968,,,,
2011,4,201104,Brisbane,Perth,Brisbane - Perth,448,513.0322581,,,,
2011,4,201104,Brisbane,Proserpine,Brisbane - Proserpine,188,215.2903226,,,,
2011,4,201104,Brisbane,Rockhampton,Brisbane - Rockhampton,178,203.8387097,,,,
2011,4,201104,Brisbane,Sydney,Brisbane - Sydney,69.9,80.04677419,,,,
2011,4,201104,Brisbane,Townsville,Brisbane - Townsville,297,340.1129032,,,,
2011,4,201104,Brisbane,Newcastle,Brisbane - Newcastle,138,158.0322581,,,,
2011,4,201104,Broome,Perth,Broome - Perth,453,518.7580645,,,,
2011,4,201104,Bundaberg,Brisbane,Bundaberg - Brisbane,348,398.516129,,,,
2011,4,201104,Cairns,Melbourne,Cairns - Melbourne,369.9,423.5951613,,,,
2011,4,201104,Cairns,Sydney,Cairns - Sydney,348,398.516129,,,,
2011,4,201104,Cairns,Townsville,Cairns - Townsville,176,201.5483871,,,,
2011,4,201104,Canberra,Melbourne,Canberra - Melbourne,99.9,114.4016129,,,,
2011,4,201104,Canberra,Sydney,Canberra - Sydney,190,217.5806452,,,,
2011,4,201104,Coffs Harbour,Sydney,Coffs Harbour - Sydney,198,226.7419355,,,,
2011,4,201104,Darwin,Melbourne,Darwin - Melbourne,428,490.1290323,,,,
2011,4,201104,Darwin,Perth,Darwin - Perth,470,538.2258065,,,,
2011,4,201104,Darwin,Sydney,Darwin - Sydney,538,616.0967742,,,,
2011,4,201104,Devonport,Melbourne,Devonport - Melbourne,365,417.983871,,,,
2011,4,201104,Dubbo,Sydney,Dubbo - Sydney,286.81,328.4437097,,,,
2011,4,201104,Geraldton,Perth,Geraldton - Perth,322.14,368.9022581,,,,
2011,4,201104,Gold Coast,Sydney,Gold Coast - Sydney,129.9,148.7564516,,,,
2011,4,201104,Hamilton Island,Sydney,Hamilton Island - Sydney,348,398.516129,,,,
2011,4,201104,Hervey Bay,Sydney,Hervey Bay - Sydney,378,432.8709677,,,,
2011,4,201104,Hobart,Melbourne,Hobart - Melbourne,178,203.8387097,,,,
2011,4,201104,Hobart,Sydney,Hobart - Sydney,333,381.3387097,,,,
2011,4,201104,Kalgoorlie,Perth,Kalgoorlie - Perth,328.32,375.9793548,,,,
2011,4,201104,Karratha,Perth,Karratha - Perth,361.11,413.5291935,,,,
2011,4,201104,Launceston,Melbourne,Launceston - Melbourne,218,249.6451613,,,,
2011,4,201104,Launceston,Sydney,Launceston - Sydney,318,364.1612903,,,,
2011,4,201104,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,259.9,297.6274194,,,,
2011,4,201104,Sunshine Coast,Sydney,Sunshine Coast - Sydney,69.9,80.04677419,,,,
2011,4,201104,Melbourne,Gold Coast,Melbourne - Gold Coast,119.9,137.3048387,,,,
2011,4,201104,Melbourne,Mildura,Melbourne - Mildura,217.67,249.2672581,,,,
2011,4,201104,Melbourne,Perth,Melbourne - Perth,299.9,343.433871,,,,
2011,4,201104,Melbourne,Sydney,Melbourne - Sydney,69.9,80.04677419,,,,
2011,4,201104,Melbourne,Newcastle,Melbourne - Newcastle,148,169.483871,,,,
2011,4,201104,Paraburdoo,Perth,Paraburdoo - Perth,498,570.2903226,,,,
2011,4,201104,Perth,Newman,Perth - Newman,396,453.483871,,,,
2011,4,201104,Perth,Port Hedland,Perth - Port Hedland,396,453.483871,,,,
2011,4,201104,Perth,Sydney,Perth - Sydney,448,513.0322581,,,,
2011,4,201104,Port Macquarie,Sydney,Port Macquarie - Sydney,208.02,238.2164516,,,,
2011,4,201104,Sydney,Tamworth,Sydney - Tamworth,218,249.6451613,,,,
2011,4,201104,Sydney,Townsville,Sydney - Townsville,278,318.3548387,,,,
2011,4,201104,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.31,287.7904839,,,,
2011,4,201104,Newcastle,Gold Coast,Newcastle - Gold Coast,208,238.1935484,,,,
2011,5,201105,Adelaide,Alice Springs,Adelaide - Alice Springs,421,482.1129032,,,,
2011,5,201105,Adelaide,Brisbane,Adelaide - Brisbane,248,284,,,,
2011,5,201105,Adelaide,Canberra,Adelaide - Canberra,278,318.3548387,,,,
2011,5,201105,Adelaide,Darwin,Adelaide - Darwin,328,375.6129032,,,,
2011,5,201105,Adelaide,Gold Coast,Adelaide - Gold Coast,278,318.3548387,,,,
2011,5,201105,Adelaide,Melbourne,Adelaide - Melbourne,79.9,91.4983871,,,,
2011,5,201105,Adelaide,Perth,Adelaide - Perth,320,366.4516129,,,,
2011,5,201105,Adelaide,Port Lincoln,Adelaide - Port Lincoln,215.05,246.2669355,,,,
2011,5,201105,Adelaide,Sydney,Adelaide - Sydney,119.9,137.3048387,,,,
2011,5,201105,Albury,Sydney,Albury - Sydney,174,199.2580645,,,,
2011,5,201105,Alice Springs,Darwin,Alice Springs - Darwin,630,721.4516129,,,,
2011,5,201105,Alice Springs,Melbourne,Alice Springs - Melbourne,460,526.7741935,,,,
2011,5,201105,Alice Springs,Sydney,Alice Springs - Sydney,666,762.6774194,,,,
2011,5,201105,Avalon,Brisbane,Avalon - Brisbane,99.9,114.4016129,,,,
2011,5,201105,Avalon,Sydney,Avalon - Sydney,59.9,68.59516129,,,,
2011,5,201105,Ayers Rock,Cairns,Ayers Rock - Cairns,834,955.0645161,,,,
2011,5,201105,Ayers Rock,Sydney,Ayers Rock - Sydney,388,444.3225806,,,,
2011,5,201105,Ballina,Sydney,Ballina - Sydney,158,180.9354839,,,,
2011,5,201105,Brisbane,Cairns,Brisbane - Cairns,218,249.6451613,,,,
2011,5,201105,Brisbane,Canberra,Brisbane - Canberra,208,238.1935484,,,,
2011,5,201105,Brisbane,Darwin,Brisbane - Darwin,347,397.3709677,,,,
2011,5,201105,Brisbane,Emerald,Brisbane - Emerald,384,439.7419355,,,,
2011,5,201105,Brisbane,Gladstone,Brisbane - Gladstone,180,206.1290323,,,,
2011,5,201105,Brisbane,Hamilton Island,Brisbane - Hamilton Island,128,146.5806452,,,,
2011,5,201105,Brisbane,Mackay,Brisbane - Mackay,182,208.4193548,,,,
2011,5,201105,Brisbane,Melbourne,Brisbane - Melbourne,139.9,160.2080645,,,,
2011,5,201105,Brisbane,Mount Isa,Brisbane - Mount Isa,743,850.8548387,,,,
2011,5,201105,Brisbane,Perth,Brisbane - Perth,338,387.0645161,,,,
2011,5,201105,Brisbane,Proserpine,Brisbane - Proserpine,194,222.1612903,,,,
2011,5,201105,Brisbane,Rockhampton,Brisbane - Rockhampton,162,185.516129,,,,
2011,5,201105,Brisbane,Sydney,Brisbane - Sydney,79.9,91.4983871,,,,
2011,5,201105,Brisbane,Townsville,Brisbane - Townsville,224,256.516129,,,,
2011,5,201105,Brisbane,Newcastle,Brisbane - Newcastle,148,169.483871,,,,
2011,5,201105,Broome,Perth,Broome - Perth,453,518.7580645,,,,
2011,5,201105,Bundaberg,Brisbane,Bundaberg - Brisbane,370,423.7096774,,,,
2011,5,201105,Cairns,Melbourne,Cairns - Melbourne,229.9,263.2725806,,,,
2011,5,201105,Cairns,Sydney,Cairns - Sydney,258,295.4516129,,,,
2011,5,201105,Cairns,Townsville,Cairns - Townsville,167,191.2419355,,,,
2011,5,201105,Canberra,Melbourne,Canberra - Melbourne,109.9,125.8532258,,,,
2011,5,201105,Canberra,Sydney,Canberra - Sydney,160,183.2258065,,,,
2011,5,201105,Coffs Harbour,Sydney,Coffs Harbour - Sydney,174,199.2580645,,,,
2011,5,201105,Darwin,Melbourne,Darwin - Melbourne,358,409.9677419,,,,
2011,5,201105,Darwin,Perth,Darwin - Perth,414,474.0967742,,,,
