Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,
2017,4,201704,Brisbane,Newcastle,Brisbane - Newcastle,114,116.9864499,,,,
2017,4,201704,Broome,Perth,Broome - Perth,608,623.9277326,,,,
2017,4,201704,Bundaberg,Brisbane,Bundaberg - Brisbane,238,244.234869,,,,
2017,4,201704,Cairns,Gold Coast,Cairns - Gold Coast,300,307.8590786,,,,
2017,4,201704,Cairns,Melbourne,Cairns - Melbourne,304,311.9638663,,,,
2017,4,201704,Cairns,Sydney,Cairns - Sydney,298,305.8066847,,,,
2017,4,201704,Cairns,Townsville,Cairns - Townsville,272,279.1255646,,,,
2017,4,201704,Canberra,Melbourne,Canberra - Melbourne,350,359.168925,,,,
2017,4,201704,Canberra,Sydney,Canberra - Sydney,250,256.5492322,,,,
2017,4,201704,Coffs Harbour,Sydney,Coffs Harbour - Sydney,150,153.9295393,,,,
2017,4,201704,Darwin,Melbourne,Darwin - Melbourne,478,490.5221319,,,,
2017,4,201704,Darwin,Perth,Darwin - Perth,638,654.7136405,,,,
2017,4,201704,Darwin,Sydney,Darwin - Sydney,324,332.4878049,,,,
2017,4,201704,Devonport,Melbourne,Devonport - Melbourne,330,338.6449864,,,,
2017,4,201704,Dubbo,Sydney,Dubbo - Sydney,299.71,307.5614815,,,,
2017,4,201704,Geraldton,Perth,Geraldton - Perth,258,264.7588076,,,,
2017,4,201704,Gold Coast,Sydney,Gold Coast - Sydney,94,96.46251129,,,,
2017,4,201704,Hamilton Island,Sydney,Hamilton Island - Sydney,270,277.0731707,,,,
2017,4,201704,Hobart,Melbourne,Hobart - Melbourne,94,96.46251129,,,,
2017,4,201704,Hobart,Sydney,Hobart - Sydney,190,194.9774164,,,,
2017,4,201704,Kalgoorlie,Perth,Kalgoorlie - Perth,544.01,558.2613911,,,,
2017,4,201704,Karratha,Perth,Karratha - Perth,638,654.7136405,,,,
2017,4,201704,Launceston,Melbourne,Launceston - Melbourne,118,121.0912376,,,,
2017,4,201704,Launceston,Sydney,Launceston - Sydney,188,192.9250226,,,,
2017,4,201704,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,305.8066847,,,,
2017,4,201704,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,203.1869919,,,,
2017,4,201704,Melbourne,Gold Coast,Melbourne - Gold Coast,158,162.1391147,,,,
2017,4,201704,Melbourne,Mildura,Melbourne - Mildura,240.01,246.2975248,,,,
2017,4,201704,Melbourne,Perth,Melbourne - Perth,408,418.6883469,,,,
2017,4,201704,Melbourne,Sydney,Melbourne - Sydney,138,141.6151762,,,,
2017,4,201704,Melbourne,Newcastle,Melbourne - Newcastle,130,133.4056007,,,,
2017,4,201704,Paraburdoo,Perth,Paraburdoo - Perth,644,660.870822,,,,
2017,4,201704,Perth,Newman,Perth - Newman,618,634.1897019,,,,
2017,4,201704,Perth,Port Hedland,Perth - Port Hedland,764.01,784.0247154,,,,
2017,4,201704,Perth,Sydney,Perth - Sydney,304,311.9638663,,,,
2017,4,201704,Port Macquarie,Sydney,Port Macquarie - Sydney,258,264.7588076,,,,
2017,4,201704,Sydney,Tamworth,Sydney - Tamworth,231,237.0514905,,,,
2017,4,201704,Sydney,Townsville,Sydney - Townsville,310,318.1210479,,,,
2017,4,201704,Sydney,Wagga Wagga,Sydney - Wagga Wagga,297.09,304.8728455,,,,
2017,4,201704,Newcastle,Gold Coast,Newcastle - Gold Coast,140,143.66757,,,,
2017,5,201705,Adelaide,Alice Springs,Adelaide - Alice Springs,438,449.4742547,,,,
2017,5,201705,Adelaide,Brisbane,Adelaide - Brisbane,180,184.7154472,,,,
2017,5,201705,Adelaide,Canberra,Adelaide - Canberra,438,449.4742547,,,,
2017,5,201705,Adelaide,Darwin,Adelaide - Darwin,404,414.5835592,,,,
2017,5,201705,Adelaide,Gold Coast,Adelaide - Gold Coast,248,254.4968383,,,,
2017,5,201705,Adelaide,Melbourne,Adelaide - Melbourne,130,133.4056007,,,,
2017,5,201705,Adelaide,Perth,Adelaide - Perth,298,305.8066847,,,,
2017,5,201705,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263.45,270.3515808,,,,
2017,5,201705,Adelaide,Sydney,Adelaide - Sydney,194,199.0822042,,,,
2017,5,201705,Albury,Sydney,Albury - Sydney,248,254.4968383,,,,
2017,5,201705,Armidale,Sydney,Armidale - Sydney,265.21,272.1576874,,,,
2017,5,201705,Avalon,Sydney,Avalon - Sydney,208,213.4489612,,,,
2017,5,201705,Ayers Rock,Sydney,Ayers Rock - Sydney,424,435.1074977,,,,
2017,5,201705,Ballina,Sydney,Ballina - Sydney,140,143.66757,,,,
2017,5,201705,Brisbane,Cairns,Brisbane - Cairns,218,223.7109304,,,,
2017,5,201705,Brisbane,Canberra,Brisbane - Canberra,390,400.2168022,,,,
2017,5,201705,Brisbane,Darwin,Brisbane - Darwin,218,223.7109304,,,,
2017,5,201705,Brisbane,Emerald,Brisbane - Emerald,306,314.0162602,,,,
2017,5,201705,Brisbane,Gladstone,Brisbane - Gladstone,260,266.8112014,,,,
2017,5,201705,Brisbane,Hamilton Island,Brisbane - Hamilton Island,250,256.5492322,,,,
2017,5,201705,Brisbane,Hobart,Brisbane - Hobart,294,301.701897,,,,
2017,5,201705,Brisbane,Mackay,Brisbane - Mackay,168,172.401084,,,,
2017,5,201705,Brisbane,Melbourne,Brisbane - Melbourne,178,182.6630533,,,,
2017,5,201705,Brisbane,Moranbah,Brisbane - Moranbah,509,522.3342367,,,,
2017,5,201705,Brisbane,Mount Isa,Brisbane - Mount Isa,729,748.097561,,,,
2017,5,201705,Brisbane,Perth,Brisbane - Perth,528,541.8319783,,,,
2017,5,201705,Brisbane,Proserpine,Brisbane - Proserpine,160,164.1915086,,,,
2017,5,201705,Brisbane,Rockhampton,Brisbane - Rockhampton,222,227.8157182,,,,
2017,5,201705,Brisbane,Sydney,Brisbane - Sydney,150,153.9295393,,,,
2017,5,201705,Brisbane,Townsville,Brisbane - Townsville,290,297.5971093,,,,
2017,5,201705,Brisbane,Newcastle,Brisbane - Newcastle,144,147.7723577,,,,
2017,5,201705,Broome,Perth,Broome - Perth,594,609.5609756,,,,
2017,5,201705,Bundaberg,Brisbane,Bundaberg - Brisbane,258,264.7588076,,,,
2017,5,201705,Cairns,Gold Coast,Cairns - Gold Coast,324,332.4878049,,,,
2017,5,201705,Cairns,Melbourne,Cairns - Melbourne,324,332.4878049,,,,
2017,5,201705,Cairns,Sydney,Cairns - Sydney,224,229.868112,,,,
2017,5,201705,Cairns,Townsville,Cairns - Townsville,272,279.1255646,,,,
2017,5,201705,Canberra,Melbourne,Canberra - Melbourne,350,359.168925,,,,
2017,5,201705,Canberra,Sydney,Canberra - Sydney,230.02,236.0458175,,,,
2017,5,201705,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,164.1915086,,,,
2017,5,201705,Darwin,Melbourne,Darwin - Melbourne,448,459.736224,,,,
2017,5,201705,Darwin,Perth,Darwin - Perth,668,685.4995483,,,,
2017,5,201705,Darwin,Sydney,Darwin - Sydney,544,558.2511292,,,,
2017,5,201705,Devonport,Melbourne,Devonport - Melbourne,330,338.6449864,,,,
2017,5,201705,Dubbo,Sydney,Dubbo - Sydney,299.71,307.5614815,,,,
2017,5,201705,Geraldton,Perth,Geraldton - Perth,358,367.3785005,,,,
2017,5,201705,Gold Coast,Sydney,Gold Coast - Sydney,118,121.0912376,,,,
2017,5,201705,Hamilton Island,Sydney,Hamilton Island - Sydney,280,287.33514,,,,
2017,5,201705,Hobart,Melbourne,Hobart - Melbourne,134,137.5103884,,,,
2017,5,201705,Hobart,Sydney,Hobart - Sydney,274,281.1779584,,,,
2017,5,201705,Kalgoorlie,Perth,Kalgoorlie - Perth,580,595.1942186,,,,
2017,5,201705,Karratha,Perth,Karratha - Perth,638,654.7136405,,,,
2017,5,201705,Launceston,Melbourne,Launceston - Melbourne,104,106.7244806,,,,
2017,5,201705,Launceston,Sydney,Launceston - Sydney,128,131.3532069,,,,
2017,5,201705,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,305.8066847,,,,
2017,5,201705,Sunshine Coast,Sydney,Sunshine Coast - Sydney,194,199.0822042,,,,
2017,5,201705,Melbourne,Gold Coast,Melbourne - Gold Coast,168,172.401084,,,,
2017,5,201705,Melbourne,Mildura,Melbourne - Mildura,240.01,246.2975248,,,,
2017,5,201705,Melbourne,Perth,Melbourne - Perth,314,322.2258356,,,,
2017,5,201705,Melbourne,Sydney,Melbourne - Sydney,208,213.4489612,,,,
2017,5,201705,Melbourne,Newcastle,Melbourne - Newcastle,244.01,250.4023126,,,,
2017,5,201705,Paraburdoo,Perth,Paraburdoo - Perth,644,660.870822,,,,
2017,5,201705,Perth,Newman,Perth - Newman,618,634.1897019,,,,
2017,5,201705,Perth,Port Hedland,Perth - Port Hedland,714,732.704607,,,,
2017,5,201705,Perth,Sydney,Perth - Sydney,328,336.5925926,,,,
2017,5,201705,Port Macquarie,Sydney,Port Macquarie - Sydney,258,264.7588076,,,,
2017,5,201705,Sydney,Tamworth,Sydney - Tamworth,231,237.0514905,,,,
2017,5,201705,Sydney,Townsville,Sydney - Townsville,278,285.2827462,,,,
2017,5,201705,Sydney,Wagga Wagga,Sydney - Wagga Wagga,299.51,307.3562421,,,,
2017,5,201705,Newcastle,Gold Coast,Newcastle - Gold Coast,160,164.1915086,,,,
2017,6,201706,Adelaide,Alice Springs,Adelaide - Alice Springs,470,482.3125565,,,,
2017,6,201706,Adelaide,Brisbane,Adelaide - Brisbane,190,194.9774164,,,,
2017,6,201706,Adelaide,Canberra,Adelaide - Canberra,438,449.4742547,,,,
2017,6,201706,Adelaide,Darwin,Adelaide - Darwin,758,777.8572719,,,,
2017,6,201706,Adelaide,Gold Coast,Adelaide - Gold Coast,324,332.4878049,,,,
2017,6,201706,Adelaide,Melbourne,Adelaide - Melbourne,110,112.8816621,,,,
2017,6,201706,Adelaide,Perth,Adelaide - Perth,328,336.5925926,,,,
2017,6,201706,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263.45,270.3515808,,,,
2017,6,201706,Adelaide,Sydney,Adelaide - Sydney,138,141.6151762,,,,
2017,6,201706,Albury,Sydney,Albury - Sydney,248,254.4968383,,,,
2017,6,201706,Armidale,Sydney,Armidale - Sydney,265.21,272.1576874,,,,
2017,6,201706,Avalon,Sydney,Avalon - Sydney,108,110.8292683,,,,
2017,6,201706,Ayers Rock,Sydney,Ayers Rock - Sydney,564,578.7750678,,,,
2017,6,201706,Ballina,Sydney,Ballina - Sydney,120,123.1436314,,,,
2017,6,201706,Brisbane,Cairns,Brisbane - Cairns,218,223.7109304,,,,
2017,6,201706,Brisbane,Canberra,Brisbane - Canberra,390,400.2168022,,,,
2017,6,201706,Brisbane,Darwin,Brisbane - Darwin,384,394.0596206,,,,
2017,6,201706,Brisbane,Emerald,Brisbane - Emerald,335,343.7759711,,,,
2017,6,201706,Brisbane,Gladstone,Brisbane - Gladstone,260,266.8112014,,,,
2017,6,201706,Brisbane,Hamilton Island,Brisbane - Hamilton Island,244,250.3920506,,,,
2017,6,201706,Brisbane,Hobart,Brisbane - Hobart,364,373.535682,,,,
2017,6,201706,Brisbane,Mackay,Brisbane - Mackay,178,182.6630533,,,,
2017,6,201706,Brisbane,Melbourne,Brisbane - Melbourne,178,182.6630533,,,,
2017,6,201706,Brisbane,Moranbah,Brisbane - Moranbah,434,445.369467,,,,
2017,6,201706,Brisbane,Mount Isa,Brisbane - Mount Isa,759,778.8834688,,,,
2017,6,201706,Brisbane,Perth,Brisbane - Perth,598,613.6657633,,,,
2017,6,201706,Brisbane,Proserpine,Brisbane - Proserpine,218,223.7109304,,,,
2017,6,201706,Brisbane,Rockhampton,Brisbane - Rockhampton,226.01,231.9307678,,,,
2017,6,201706,Brisbane,Sydney,Brisbane - Sydney,140,143.66757,,,,
2017,6,201706,Brisbane,Townsville,Brisbane - Townsville,330,338.6449864,,,,
2017,6,201706,Brisbane,Newcastle,Brisbane - Newcastle,128,131.3532069,,,,
2017,6,201706,Broome,Perth,Broome - Perth,648,664.9756098,,,,
2017,6,201706,Bundaberg,Brisbane,Bundaberg - Brisbane,238,244.234869,,,,
2017,6,201706,Cairns,Gold Coast,Cairns - Gold Coast,234,240.1300813,,,,
2017,6,201706,Cairns,Melbourne,Cairns - Melbourne,298,305.8066847,,,,
2017,6,201706,Cairns,Sydney,Cairns - Sydney,248,254.4968383,,,,
2017,6,201706,Cairns,Townsville,Cairns - Townsville,279,286.3089431,,,,
2017,6,201706,Canberra,Melbourne,Canberra - Melbourne,310,318.1210479,,,,
2017,6,201706,Canberra,Sydney,Canberra - Sydney,230.02,236.0458175,,,,
2017,6,201706,Coffs Harbour,Sydney,Coffs Harbour - Sydney,140,143.66757,,,,
2017,6,201706,Darwin,Melbourne,Darwin - Melbourne,528,541.8319783,,,,
2017,6,201706,Darwin,Perth,Darwin - Perth,638,654.7136405,,,,
2017,6,201706,Darwin,Sydney,Darwin - Sydney,440,451.5266486,,,,
2017,6,201706,Devonport,Melbourne,Devonport - Melbourne,306,314.0162602,,,,
2017,6,201706,Dubbo,Sydney,Dubbo - Sydney,299.71,307.5614815,,,,
2017,6,201706,Geraldton,Perth,Geraldton - Perth,308,316.068654,,,,
2017,6,201706,Gold Coast,Sydney,Gold Coast - Sydney,98,100.567299,,,,
2017,6,201706,Hamilton Island,Sydney,Hamilton Island - Sydney,280,287.33514,,,,
2017,6,201706,Hobart,Melbourne,Hobart - Melbourne,108,110.8292683,,,,
2017,6,201706,Hobart,Sydney,Hobart - Sydney,178,182.6630533,,,,
2017,6,201706,Kalgoorlie,Perth,Kalgoorlie - Perth,494,506.9412827,,,,
2017,6,201706,Karratha,Perth,Karratha - Perth,548,562.3559169,,,,
2017,6,201706,Launceston,Melbourne,Launceston - Melbourne,110,112.8816621,,,,
2017,6,201706,Launceston,Sydney,Launceston - Sydney,128,131.3532069,,,,
2017,6,201706,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,218,223.7109304,,,,
2017,6,201706,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,151.8771454,,,,
2017,6,201706,Melbourne,Gold Coast,Melbourne - Gold Coast,208,213.4489612,,,,
2017,6,201706,Melbourne,Mildura,Melbourne - Mildura,222.01,227.8259801,,,,
2017,6,201706,Melbourne,Perth,Melbourne - Perth,338,346.8545619,,,,
2017,6,201706,Melbourne,Sydney,Melbourne - Sydney,138,141.6151762,,,,
2017,6,201706,Melbourne,Newcastle,Melbourne - Newcastle,130,133.4056007,,,,
2017,6,201706,Paraburdoo,Perth,Paraburdoo - Perth,644,660.870822,,,,
2017,6,201706,Perth,Newman,Perth - Newman,528,541.8319783,,,,
2017,6,201706,Perth,Port Hedland,Perth - Port Hedland,714,732.704607,,,,
2017,6,201706,Perth,Sydney,Perth - Sydney,418,428.9503162,,,,
2017,6,201706,Port Macquarie,Sydney,Port Macquarie - Sydney,198,203.1869919,,,,
2017,6,201706,Sydney,Tamworth,Sydney - Tamworth,239,245.2610659,,,,
2017,6,201706,Sydney,Townsville,Sydney - Townsville,418,428.9503162,,,,
2017,6,201706,Sydney,Wagga Wagga,Sydney - Wagga Wagga,299.51,307.3562421,,,,
2017,6,201706,Newcastle,Gold Coast,Newcastle - Gold Coast,204,209.3441734,,,,
2017,7,201707,Adelaide,Alice Springs,Adelaide - Alice Springs,470,479.2818671,,,,
2017,7,201707,Adelaide,Brisbane,Adelaide - Brisbane,170,173.3572711,,,,
2017,7,201707,Adelaide,Canberra,Adelaide - Canberra,444,452.7684022,,,,
2017,7,201707,Adelaide,Darwin,Adelaide - Darwin,468,477.2423698,,,,
2017,7,201707,Adelaide,Gold Coast,Adelaide - Gold Coast,288,293.6876122,,,,
2017,7,201707,Adelaide,Melbourne,Adelaide - Melbourne,110,112.1723519,,,,
2017,7,201707,Adelaide,Perth,Adelaide - Perth,308,314.0825853,,,,
2017,7,201707,Adelaide,Port Lincoln,Adelaide - Port Lincoln,263.45,268.6527828,,,,
2017,7,201707,Adelaide,Sydney,Adelaide - Sydney,138,140.7253142,,,,
2017,7,201707,Albury,Sydney,Albury - Sydney,251,255.956912,,,,
2017,7,201707,Armidale,Sydney,Armidale - Sydney,265.21,270.4475404,,,,
2017,7,201707,Avalon,Sydney,Avalon - Sydney,108,110.1328546,,,,
2017,7,201707,Ayers Rock,Sydney,Ayers Rock - Sydney,478,487.4398564,,,,
2017,7,201707,Ballina,Sydney,Ballina - Sydney,130,132.567325,,,,
2017,7,201707,Brisbane,Cairns,Brisbane - Cairns,208,212.1077199,,,,
2017,7,201707,Brisbane,Canberra,Brisbane - Canberra,396,403.8204668,,,,
2017,7,201707,Brisbane,Darwin,Brisbane - Darwin,218,222.3052065,,,,
2017,7,201707,Brisbane,Emerald,Brisbane - Emerald,341,347.7342908,,,,
2017,7,201707,Brisbane,Gladstone,Brisbane - Gladstone,266,271.2531418,,,,
2017,7,201707,Brisbane,Hamilton Island,Brisbane - Hamilton Island,654,666.9156194,,,,
2017,7,201707,Brisbane,Hobart,Brisbane - Hobart,384,391.5834829,,,,
2017,7,201707,Brisbane,Mackay,Brisbane - Mackay,168,171.3177738,,,,
2017,7,201707,Brisbane,Melbourne,Brisbane - Melbourne,188,191.7127469,,,,
2017,7,201707,Brisbane,Moranbah,Brisbane - Moranbah,440,448.6894075,,,,
2017,7,201707,Brisbane,Mount Isa,Brisbane - Mount Isa,765,780.1077199,,,,
2017,7,201707,Brisbane,Perth,Brisbane - Perth,458,467.0448833,,,,
2017,7,201707,Brisbane,Proserpine,Brisbane - Proserpine,211,215.1669659,,,,
2017,7,201707,Brisbane,Rockhampton,Brisbane - Rockhampton,229,233.5224417,,,,
2017,7,201707,Brisbane,Sydney,Brisbane - Sydney,120,122.3698384,,,,
2017,7,201707,Brisbane,Townsville,Brisbane - Townsville,310,316.1220826,,,,
2017,7,201707,Brisbane,Newcastle,Brisbane - Newcastle,128,130.5278276,,,,
2017,7,201707,Broome,Perth,Broome - Perth,822,838.2333932,,,,
2017,7,201707,Bundaberg,Brisbane,Bundaberg - Brisbane,244,248.8186715,,,,
2017,7,201707,Cairns,Gold Coast,Cairns - Gold Coast,234,238.6211849,,,,
2017,7,201707,Cairns,Melbourne,Cairns - Melbourne,398,405.8599641,,,,
2017,7,201707,Cairns,Sydney,Cairns - Sydney,248,252.8976661,,,,
2017,7,201707,Cairns,Townsville,Cairns - Townsville,280,285.529623,,,,
2017,7,201707,Canberra,Melbourne,Canberra - Melbourne,323,329.3788151,,,,
2017,7,201707,Canberra,Sydney,Canberra - Sydney,238,242.7001795,,,,
2017,7,201707,Coffs Harbour,Sydney,Coffs Harbour - Sydney,104,106.05386,,,,
2017,7,201707,Darwin,Melbourne,Darwin - Melbourne,578,589.4147217,,,,
2017,7,201707,Darwin,Perth,Darwin - Perth,740,754.6140036,,,,
2017,7,201707,Darwin,Sydney,Darwin - Sydney,518,528.2298025,,,,
2017,7,201707,Devonport,Melbourne,Devonport - Melbourne,310,316.1220826,,,,
2017,7,201707,Dubbo,Sydney,Dubbo - Sydney,299.71,305.6288689,,,,
2017,7,201707,Geraldton,Perth,Geraldton - Perth,390,397.7019749,,,,
2017,7,201707,Gold Coast,Sydney,Gold Coast - Sydney,100,101.9748654,,,,
2017,7,201707,Hamilton Island,Sydney,Hamilton Island - Sydney,270,275.3321364,,,,
2017,7,201707,Hobart,Melbourne,Hobart - Melbourne,100,101.9748654,,,,
2017,7,201707,Hobart,Sydney,Hobart - Sydney,174,177.4362657,,,,
2017,7,201707,Kalgoorlie,Perth,Kalgoorlie - Perth,506.09,516.0845961,,,,
2017,7,201707,Karratha,Perth,Karratha - Perth,644,656.7181329,,,,
2017,7,201707,Launceston,Melbourne,Launceston - Melbourne,110,112.1723519,,,,
2017,7,201707,Launceston,Sydney,Launceston - Sydney,188,191.7127469,,,,
2017,7,201707,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318,324.2800718,,,,
2017,7,201707,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,150.9228007,,,,
2017,7,201707,Melbourne,Gold Coast,Melbourne - Gold Coast,178,181.5152603,,,,
2017,7,201707,Melbourne,Mildura,Melbourne - Mildura,230.02,234.5625853,,,,
2017,7,201707,Melbourne,Perth,Melbourne - Perth,318,324.2800718,,,,
2017,7,201707,Melbourne,Sydney,Melbourne - Sydney,138,140.7253142,,,,
2017,7,201707,Melbourne,Newcastle,Melbourne - Newcastle,130,132.567325,,,,
2017,7,201707,Paraburdoo,Perth,Paraburdoo - Perth,644,656.7181329,,,,
2017,7,201707,Perth,Newman,Perth - Newman,624,636.3231598,,,,
2017,7,201707,Perth,Port Hedland,Perth - Port Hedland,720,734.2190305,,,,
2017,7,201707,Perth,Sydney,Perth - Sydney,338,344.6750449,,,,
2017,7,201707,Port Macquarie,Sydney,Port Macquarie - Sydney,237,241.6804309,,,,
2017,7,201707,Sydney,Tamworth,Sydney - Tamworth,240,244.7396768,,,,
2017,7,201707,Sydney,Townsville,Sydney - Townsville,318,324.2800718,,,,
2017,7,201707,Sydney,Wagga Wagga,Sydney - Wagga Wagga,299.51,305.4249192,,,,
2017,7,201707,Newcastle,Gold Coast,Newcastle - Gold Coast,184,187.6337522,,,,
2017,8,201708,Adelaide,Alice Springs,Adelaide - Alice Springs,444,452.7684022,,,,
2017,8,201708,Adelaide,Brisbane,Adelaide - Brisbane,214,218.2262118,,,,
2017,8,201708,Adelaide,Canberra,Adelaide - Canberra,478,487.4398564,,,,
2017,8,201708,Adelaide,Darwin,Adelaide - Darwin,380,387.5044883,,,,
2017,8,201708,Adelaide,Gold Coast,Adelaide - Gold Coast,300,305.9245961,,,,
2017,8,201708,Adelaide,Melbourne,Adelaide - Melbourne,90,91.77737882,,,,
2017,8,201708,Adelaide,Perth,Adelaide - Perth,308,314.0825853,,,,
2017,8,201708,Adelaide,Port Lincoln,Adelaide - Port Lincoln,265.65,270.8962298,,,,
2017,8,201708,Adelaide,Sydney,Adelaide - Sydney,118,120.3303411,,,,
2017,8,201708,Albury,Sydney,Albury - Sydney,251,255.956912,,,,
2017,8,201708,Armidale,Sydney,Armidale - Sydney,276.21,281.6647756,,,,
2017,8,201708,Avalon,Sydney,Avalon - Sydney,98,99.93536804,,,,
2017,8,201708,Ayers Rock,Sydney,Ayers Rock - Sydney,498,507.8348294,,,,
2017,8,201708,Ballina,Sydney,Ballina - Sydney,120,122.3698384,,,,
2017,8,201708,Brisbane,Cairns,Brisbane - Cairns,238,242.7001795,,,,
2017,8,201708,Brisbane,Canberra,Brisbane - Canberra,396,403.8204668,,,,
2017,8,201708,Brisbane,Darwin,Brisbane - Darwin,248,252.8976661,,,,
2017,8,201708,Brisbane,Emerald,Brisbane - Emerald,341,347.7342908,,,,
2017,8,201708,Brisbane,Gladstone,Brisbane - Gladstone,270,275.3321364,,,,
2017,8,201708,Brisbane,Hamilton Island,Brisbane - Hamilton Island,277.01,282.4805745,,,,
2017,8,201708,Brisbane,Hobart,Brisbane - Hobart,332,338.556553,,,,
2017,8,201708,Brisbane,Mackay,Brisbane - Mackay,194,197.8312388,,,,
2017,8,201708,Brisbane,Melbourne,Brisbane - Melbourne,130,132.567325,,,,
2017,8,201708,Brisbane,Moranbah,Brisbane - Moranbah,440,448.6894075,,,,
2017,8,201708,Brisbane,Mount Isa,Brisbane - Mount Isa,805,820.8976661,,,,
2017,8,201708,Brisbane,Perth,Brisbane - Perth,531.01,541.4967325,,,,
2017,8,201708,Brisbane,Proserpine,Brisbane - Proserpine,194,197.8312388,,,,
2017,8,201708,Brisbane,Rockhampton,Brisbane - Rockhampton,231,235.561939,,,,
2017,8,201708,Brisbane,Sydney,Brisbane - Sydney,90,91.77737882,,,,
2017,8,201708,Brisbane,Townsville,Brisbane - Townsville,318,324.2800718,,,,
2017,8,201708,Brisbane,Newcastle,Brisbane - Newcastle,118,120.3303411,,,,
2017,8,201708,Broome,Perth,Broome - Perth,704,717.9030521,,,,
2017,8,201708,Bundaberg,Brisbane,Bundaberg - Brisbane,250,254.9371634,,,,
2017,8,201708,Cairns,Gold Coast,Cairns - Gold Coast,294,299.8061041,,,,
2017,8,201708,Cairns,Melbourne,Cairns - Melbourne,398,405.8599641,,,,
2017,8,201708,Cairns,Sydney,Cairns - Sydney,178,181.5152603,,,,
2017,8,201708,Cairns,Townsville,Cairns - Townsville,279,284.5098743,,,,
2017,8,201708,Canberra,Melbourne,Canberra - Melbourne,290,295.7271095,,,,
2017,8,201708,Canberra,Sydney,Canberra - Sydney,238,242.7001795,,,,
2017,8,201708,Coffs Harbour,Sydney,Coffs Harbour - Sydney,100,101.9748654,,,,
2017,8,201708,Darwin,Melbourne,Darwin - Melbourne,498,507.8348294,,,,
2017,8,201708,Darwin,Perth,Darwin - Perth,744,758.6929982,,,,
2017,8,201708,Darwin,Sydney,Darwin - Sydney,368,375.2675045,,,,
2017,8,201708,Devonport,Melbourne,Devonport - Melbourne,309,315.1023339,,,,
2017,8,201708,Dubbo,Sydney,Dubbo - Sydney,301.91,307.872316,,,,
2017,8,201708,Geraldton,Perth,Geraldton - Perth,384.02,391.6038779,,,,
2017,8,201708,Gold Coast,Sydney,Gold Coast - Sydney,78,79.54039497,,,,
2017,8,201708,Hamilton Island,Sydney,Hamilton Island - Sydney,260,265.1346499,,,,
2017,8,201708,Hobart,Melbourne,Hobart - Melbourne,104,106.05386,,,,
2017,8,201708,Hobart,Sydney,Hobart - Sydney,208,212.1077199,,,,
2017,8,201708,Kalgoorlie,Perth,Kalgoorlie - Perth,507,517.0125673,,,,
2017,8,201708,Karratha,Perth,Karratha - Perth,644,656.7181329,,,,
2017,8,201708,Launceston,Melbourne,Launceston - Melbourne,118,120.3303411,,,,
2017,8,201708,Launceston,Sydney,Launceston - Sydney,178,181.5152603,,,,
2017,8,201708,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,410,418.0969479,,,,
2017,8,201708,Sunshine Coast,Sydney,Sunshine Coast - Sydney,204,208.0287253,,,,
2017,8,201708,Melbourne,Gold Coast,Melbourne - Gold Coast,130,132.567325,,,,
2017,8,201708,Melbourne,Mildura,Melbourne - Mildura,243.01,247.8091203,,,,
2017,8,201708,Melbourne,Perth,Melbourne - Perth,308,314.0825853,,,,
2017,8,201708,Melbourne,Sydney,Melbourne - Sydney,110,112.1723519,,,,
2017,8,201708,Melbourne,Newcastle,Melbourne - Newcastle,120,122.3698384,,,,
2017,8,201708,Paraburdoo,Perth,Paraburdoo - Perth,675,688.3303411,,,,
2017,8,201708,Perth,Newman,Perth - Newman,624,636.3231598,,,,
2017,8,201708,Perth,Port Hedland,Perth - Port Hedland,720,734.2190305,,,,
2017,8,201708,Perth,Sydney,Perth - Sydney,258,263.0951526,,,,
2017,8,201708,Port Macquarie,Sydney,Port Macquarie - Sydney,237,241.6804309,,,,
2017,8,201708,Sydney,Tamworth,Sydney - Tamworth,250,254.9371634,,,,
2017,8,201708,Sydney,Townsville,Sydney - Townsville,318,324.2800718,,,,
2017,8,201708,Sydney,Wagga Wagga,Sydney - Wagga Wagga,303.91,309.9118133,,,,
2017,8,201708,Newcastle,Gold Coast,Newcastle - Gold Coast,234,238.6211849,,,,
2017,9,201709,Adelaide,Alice Springs,Adelaide - Alice Springs,682,695.4685817,,,,
2017,9,201709,Adelaide,Brisbane,Adelaide - Brisbane,300,305.9245961,,,,
2017,9,201709,Adelaide,Canberra,Adelaide - Canberra,478,487.4398564,,,,
2017,9,201709,Adelaide,Darwin,Adelaide - Darwin,578,589.4147217,,,,
2017,9,201709,Adelaide,Gold Coast,Adelaide - Gold Coast,484,493.5583483,,,,
2017,9,201709,Adelaide,Melbourne,Adelaide - Melbourne,264,269.2136445,,,,
